player_id,age,obp,slg,walk_pct,strikeout_pct,exit_velocity,defensive_runs,projected_salary_m,future_war,high_value
P1033,29,0.323,0.416,0.103,0.148,87.2,-7.9,2.92,3.68,1
P1034,20,0.366,0.424,0.105,0.265,87.3,21.6,3.88,5.62,1
P1035,26,0.27,0.541,0.114,0.148,92.8,8.8,5.35,4.65,1
P1036,28,0.33,0.547,0.08,0.222,90.4,1.9,4.22,4.03,1
P1037,28,0.308,0.52,0.081,0.237,90.3,0.1,4.07,3.32,1
P1038,30,0.267,0.341,0.175,0.198,83.1,1.3,0.94,1.08,0
P1039,23,0.35,0.409,0.089,0.235,91.5,2.1,3.67,4.42,0
P1040,25,0.378,0.645,0.096,0.202,91.3,0.7,5.24,4.83,1
P1041,22,0.334,0.534,0.076,0.205,88.3,9.8,3.71,4.55,1
P1042,22,0.262,0.393,0.114,0.2,88.4,-0.7,0.71,4.17,1
P1043,22,0.328,0.365,0.123,0.2,85.9,6.8,2.31,5.41,1
P1044,30,0.314,0.45,0.107,0.25,91.3,-4.0,2.02,3.87,1
P1045,20,0.276,0.351,0.077,0.237,89.9,10.5,1.71,3.24,1
P1046,23,0.355,0.491,0.144,0.229,87.1,-2.1,3.42,4.28,1
P1047,28,0.37,0.377,0.083,0.208,93.7,6.7,2.52,4.67,0
P1048,20,0.33,0.48,0.087,0.227,85.9,-7.4,2.48,5.45,1
P1049,28,0.356,0.292,0.082,0.217,89.2,1.0,1.68,4.88,1
P1050,20,0.362,0.485,0.071,0.184,82.5,-9.5,5.53,5.94,1
P1051,23,0.351,0.44,0.074,0.272,89.7,5.4,3.73,4.73,1
P1052,23,0.375,0.54,0.131,0.235,83.8,-7.0,5.24,5.9,1
P1053,24,0.361,0.349,0.109,0.239,88.3,8.3,2.35,5.56,1
P1054,23,0.348,0.417,0.082,0.261,84.1,12.5,3.05,3.14,1
P1055,21,0.383,0.365,0.1,0.235,84.8,6.0,4.37,3.39,1
P1056,29,0.296,0.477,0.067,0.138,90.1,19.3,2.47,5.96,0
P1057,27,0.395,0.41,0.097,0.198,88.7,-3.6,2.88,4.67,1
P1058,29,0.303,0.516,0.09,0.136,91.1,7.6,4.66,5.81,0
P1059,25,0.327,0.538,0.15,0.205,89.4,0.6,4.34,5.64,1
P1060,22,0.317,0.444,0.079,0.269,92.2,8.1,3.86,4.43,1
P1061,22,0.348,0.472,0.078,0.252,85.6,1.6,4.4,3.86,1
P1062,24,0.368,0.473,0.057,0.164,91.1,-3.7,3.87,7.5,1
P1063,26,0.351,0.495,0.1,0.197,89.7,-6.4,4.86,4.78,1
P1064,21,0.318,0.363,0.085,0.262,85.8,-2.7,2.15,4.29,1
P1065,30,0.287,0.331,0.092,0.174,84.1,9.8,0.7,1.23,0
P1066,22,0.406,0.472,0.045,0.242,85.1,3.0,5.48,5.81,1
P1067,26,0.278,0.401,0.128,0.183,90.0,4.3,3.07,3.47,1
P1068,25,0.322,0.35,0.081,0.157,86.4,-2.9,2.45,3.25,1
P1069,29,0.35,0.417,0.113,0.256,86.7,8.1,3.14,3.81,1
P1070,25,0.305,0.371,0.1,0.206,93.4,5.7,3.1,4.49,1
P1071,23,0.373,0.38,0.101,0.199,91.6,-2.7,5.61,3.89,1
P1072,27,0.277,0.441,0.107,0.245,84.8,14.0,2.57,3.02,0
P1073,21,0.343,0.28,0.107,0.21,84.3,12.6,2.74,3.4,1
P1074,27,0.247,0.427,0.122,0.222,90.9,-3.5,2.57,0.24,0
P1075,23,0.393,0.474,0.107,0.191,94.5,1.4,4.3,3.95,1
P1076,23,0.417,0.41,0.035,0.234,92.4,0.5,5.0,6.1,1
P1077,27,0.291,0.427,0.091,0.202,85.7,-0.5,2.29,2.07,1
P1078,28,0.315,0.354,0.061,0.229,84.5,1.3,1.01,2.74,0
P1079,23,0.35,0.432,0.104,0.266,92.7,22.0,4.61,4.31,1
P1080,29,0.323,0.481,0.14,0.176,90.3,10.4,1.78,5.61,0
P1081,20,0.379,0.425,0.079,0.18,87.9,-2.2,3.76,4.81,0
P1082,27,0.353,0.476,0.049,0.265,85.7,-6.6,3.31,3.52,0
P1083,20,0.283,0.485,0.074,0.18,86.0,3.2,3.96,2.9,1
P1084,22,0.296,0.367,0.038,0.241,87.6,-16.2,1.2,3.71,0
P1085,24,0.299,0.415,0.11,0.217,86.7,11.4,0.74,6.39,0
P1086,22,0.309,0.455,0.074,0.216,87.0,4.5,2.21,4.93,1
P1087,22,0.326,0.41,0.055,0.255,86.0,0.2,3.93,3.12,1
P1088,30,0.321,0.43,0.101,0.264,87.8,20.9,2.48,5.13,0
P1089,24,0.354,0.406,0.092,0.234,90.0,-7.8,3.79,5.46,1
P1090,22,0.359,0.408,0.1,0.252,88.5,3.9,4.97,5.87,0
P1091,29,0.36,0.477,0.104,0.18,93.3,10.3,4.24,5.3,1
P1092,27,0.264,0.384,0.103,0.206,84.7,-2.6,1.61,1.2,0
P1093,24,0.324,0.339,0.134,0.183,86.4,-4.9,2.41,4.22,1
P1094,27,0.334,0.599,0.08,0.173,87.0,-0.4,5.05,4.06,1
P1095,30,0.307,0.541,0.121,0.193,93.1,-2.0,1.64,4.16,1
P1096,21,0.389,0.485,0.082,0.171,93.8,-2.0,5.02,6.27,1
P1097,28,0.384,0.347,0.114,0.144,87.6,-8.1,4.78,4.53,1
P1098,24,0.342,0.28,0.07,0.214,91.7,21.4,1.76,5.14,1
P1099,29,0.305,0.372,0.082,0.226,90.3,3.3,3.84,4.86,1
P1100,25,0.306,0.457,0.031,0.294,92.7,8.3,1.76,5.08,0
P1101,29,0.341,0.475,0.083,0.33,89.3,0.0,5.59,3.46,0
P1102,22,0.31,0.373,0.081,0.281,90.0,7.0,1.75,4.9,0
P1103,29,0.328,0.426,0.087,0.162,94.0,4.9,3.2,3.96,1
P1104,21,0.334,0.494,0.065,0.194,91.0,1.4,3.66,4.73,1
P1105,25,0.342,0.449,0.079,0.248,89.5,-8.1,3.08,3.58,1
P1106,27,0.404,0.425,0.078,0.275,85.5,4.4,5.14,3.91,1
P1107,26,0.277,0.538,0.064,0.153,87.3,7.9,3.29,5.62,1
P1108,27,0.272,0.335,0.062,0.17,91.9,9.2,1.25,4.08,1
P1109,30,0.322,0.326,0.074,0.187,92.3,-12.5,3.42,1.78,0
P1110,24,0.307,0.432,0.112,0.209,88.8,2.6,1.87,3.92,0
P1111,26,0.282,0.514,0.132,0.263,92.7,6.5,3.15,4.14,1
P1112,30,0.334,0.502,0.088,0.142,89.0,4.3,4.3,5.12,0
P1113,22,0.317,0.445,0.03,0.287,90.3,3.6,3.01,3.62,0
P1114,20,0.331,0.406,0.089,0.152,87.3,9.7,3.79,3.81,1
P1115,21,0.301,0.341,0.105,0.246,95.1,7.8,1.74,3.41,1
P1116,24,0.302,0.377,0.056,0.337,90.2,11.3,2.69,2.17,1
P1117,22,0.252,0.396,0.094,0.247,89.5,-1.8,1.82,2.49,0
P1118,30,0.301,0.445,0.095,0.178,88.8,8.3,2.67,4.36,1
P1119,26,0.301,0.373,0.122,0.246,89.6,-1.6,1.98,4.32,1
P1120,22,0.326,0.372,0.071,0.245,91.2,3.5,2.98,5.9,1
P1121,25,0.296,0.459,0.131,0.197,89.6,-1.4,2.28,4.63,1
P1122,25,0.358,0.399,0.101,0.154,93.5,17.7,3.1,4.82,1
P1123,25,0.324,0.314,0.074,0.19,94.8,-7.6,3.27,2.55,0
P1124,22,0.315,0.416,0.073,0.216,91.0,4.0,2.84,5.97,1
P1125,27,0.386,0.391,0.093,0.225,85.2,13.3,4.76,4.53,1
P1126,29,0.365,0.389,0.113,0.247,89.1,3.3,3.88,4.08,1
P1127,28,0.339,0.52,0.087,0.194,95.2,-0.3,4.78,4.38,0
P1128,28,0.297,0.441,0.07,0.242,90.7,-0.8,1.57,3.62,0
P1129,21,0.346,0.308,0.065,0.257,87.0,3.8,2.23,4.51,1
P1130,26,0.412,0.409,0.058,0.181,93.3,4.7,4.2,5.76,1
P1131,29,0.35,0.435,0.112,0.23,92.7,1.7,4.36,4.66,1
P1132,26,0.311,0.454,0.115,0.219,88.9,5.8,3.4,3.81,1
P1133,23,0.291,0.346,0.066,0.28,91.0,-7.8,1.49,3.16,0
P1134,20,0.286,0.484,0.09,0.237,90.0,-4.5,3.83,4.6,0
P1135,28,0.281,0.486,0.034,0.249,84.9,9.1,2.53,3.58,0
P1136,22,0.315,0.28,0.153,0.228,96.7,1.5,1.28,3.45,1
P1137,21,0.253,0.316,0.119,0.274,87.6,0.1,0.7,1.09,0
P1138,20,0.279,0.375,0.096,0.181,88.1,8.3,1.43,5.62,1
P1139,26,0.332,0.463,0.115,0.184,91.7,4.4,1.78,5.78,0
P1140,22,0.353,0.401,0.085,0.173,96.0,-3.5,2.83,6.49,1
P1141,29,0.289,0.46,0.104,0.222,83.2,5.2,3.1,4.36,1
P1142,20,0.363,0.474,0.089,0.189,89.0,3.3,4.37,5.18,0
P1143,21,0.365,0.378,0.075,0.161,90.3,4.1,3.71,4.07,1
P1144,27,0.342,0.325,0.057,0.25,94.8,2.8,1.41,5.5,0
P1145,21,0.305,0.479,0.125,0.249,88.0,0.5,3.92,2.77,1
P1146,20,0.307,0.434,0.102,0.12,86.5,-1.0,2.37,5.72,1
P1147,23,0.355,0.468,0.08,0.14,87.6,-3.4,5.6,4.24,1
P1148,26,0.292,0.391,0.105,0.214,89.5,2.5,1.61,4.23,1
P1149,26,0.301,0.363,0.079,0.275,92.1,1.4,1.07,1.61,1
P1150,29,0.337,0.411,0.08,0.26,90.5,-2.9,1.62,3.62,0
P1151,26,0.361,0.403,0.076,0.224,86.8,-11.7,3.29,1.91,0
P1152,26,0.343,0.412,0.1,0.17,93.9,5.6,1.77,5.79,1
P1153,22,0.39,0.446,0.075,0.287,87.8,-1.4,4.69,4.02,1
P1154,24,0.344,0.299,0.067,0.26,87.9,-1.3,2.65,3.05,0
P1155,24,0.35,0.347,0.045,0.2,88.0,6.8,2.75,3.97,1
P1156,22,0.31,0.394,0.066,0.189,95.8,-3.2,1.16,5.04,1
P1157,27,0.387,0.364,0.098,0.168,89.7,5.7,3.94,5.52,1
P1158,23,0.283,0.469,0.08,0.264,90.3,2.5,3.99,2.63,0
P1159,25,0.334,0.47,0.126,0.198,87.4,3.3,4.64,3.18,1
P1160,24,0.325,0.548,0.12,0.263,91.4,1.9,3.8,3.43,1
P1161,24,0.381,0.521,0.07,0.223,86.4,0.4,5.64,6.79,1
P1162,27,0.262,0.305,0.045,0.188,89.9,4.8,0.75,1.75,1
P1163,24,0.349,0.479,0.12,0.246,90.4,-6.6,4.59,4.51,1
P1164,24,0.328,0.418,0.108,0.194,86.9,15.0,3.3,4.74,1
P1165,30,0.351,0.4,0.09,0.145,90.0,1.8,4.98,3.48,1
P1166,24,0.323,0.368,0.061,0.151,89.5,-5.4,2.82,2.29,1
P1167,22,0.245,0.449,0.096,0.192,88.4,1.0,1.7,3.43,1
P1168,21,0.302,0.457,0.1,0.162,91.8,6.9,3.32,5.97,1
P1169,26,0.311,0.388,0.086,0.183,91.3,-8.1,2.01,5.5,1
P1170,29,0.319,0.379,0.089,0.225,90.7,-3.2,3.57,2.99,0
P1171,23,0.372,0.28,0.087,0.21,92.9,2.2,1.83,5.97,1
P1172,23,0.32,0.512,0.053,0.292,89.5,-16.5,4.3,3.0,0
P1173,24,0.319,0.417,0.114,0.193,89.7,6.0,4.27,6.4,1
P1174,30,0.304,0.425,0.118,0.22,85.9,1.6,2.59,3.08,1
P1175,21,0.314,0.337,0.096,0.238,87.6,-3.5,1.71,2.85,0
P1176,30,0.291,0.346,0.073,0.212,88.5,-4.0,1.73,2.38,1
P1177,20,0.389,0.37,0.057,0.232,87.6,-4.2,2.45,4.17,0
P1178,20,0.369,0.347,0.17,0.239,93.5,1.9,3.78,5.45,1
P1179,20,0.318,0.411,0.077,0.308,89.1,3.3,2.99,4.71,0
P1180,29,0.256,0.442,0.081,0.254,83.9,1.3,2.86,2.21,0
P1181,28,0.346,0.443,0.074,0.202,88.0,6.0,3.73,5.76,1
P1182,20,0.303,0.452,0.087,0.274,89.1,6.3,2.26,4.21,1
P1183,24,0.311,0.352,0.156,0.186,83.3,-2.4,0.94,2.88,0
P1184,28,0.336,0.41,0.082,0.235,90.9,12.9,3.51,4.85,1
P1185,23,0.304,0.416,0.102,0.148,94.1,7.2,2.52,2.61,0
P1186,20,0.333,0.42,0.082,0.2,93.6,5.0,3.63,4.74,1
P1187,22,0.296,0.401,0.074,0.252,85.6,7.6,2.32,4.1,1
P1188,27,0.332,0.423,0.076,0.208,94.9,2.5,2.18,4.15,1
P1189,24,0.358,0.28,0.086,0.221,87.1,-0.1,2.68,4.75,0
P1190,29,0.333,0.362,0.12,0.197,84.5,-5.1,3.21,4.91,0
P1191,30,0.302,0.42,0.091,0.147,90.6,5.5,2.71,3.07,1
P1192,21,0.304,0.37,0.095,0.293,84.1,7.6,0.98,2.1,1
P1193,27,0.266,0.327,0.098,0.16,84.4,-4.4,1.82,3.41,0
P1194,23,0.309,0.384,0.101,0.267,85.5,2.3,2.23,3.64,1
P1195,25,0.288,0.283,0.097,0.227,91.6,12.9,0.98,3.04,0
P1196,21,0.324,0.397,0.104,0.196,91.4,7.3,1.86,6.38,1
P1197,22,0.28,0.38,0.117,0.132,88.4,-0.2,1.77,3.89,0
P1198,21,0.348,0.374,0.099,0.258,86.3,15.3,3.43,5.62,1
P1199,24,0.366,0.492,0.072,0.228,92.7,-1.2,3.98,5.3,1
P1200,30,0.405,0.508,0.075,0.211,91.2,2.6,4.45,5.23,1
P1201,21,0.342,0.387,0.042,0.224,87.2,8.5,2.32,4.43,0
P1202,29,0.365,0.322,0.118,0.256,84.4,-0.3,3.33,5.52,0
P1203,20,0.348,0.462,0.102,0.285,95.3,1.5,3.02,4.64,1
P1204,26,0.309,0.476,0.081,0.155,87.4,-0.5,3.06,3.56,1
P1205,26,0.315,0.281,0.056,0.225,91.8,-1.7,1.77,3.2,1
P1206,28,0.347,0.374,0.088,0.121,97.3,1.2,2.18,6.96,1
P1207,29,0.305,0.352,0.077,0.182,85.4,4.0,3.03,1.68,1
P1208,26,0.31,0.572,0.093,0.267,92.6,8.0,4.27,4.4,0
P1209,23,0.297,0.375,0.074,0.247,87.2,-9.8,2.22,0.66,0
P1210,29,0.295,0.53,0.083,0.232,90.8,-3.6,4.11,3.8,1
P1211,25,0.357,0.467,0.088,0.243,88.9,-2.9,4.03,4.33,1
P1212,26,0.282,0.513,0.066,0.258,88.7,13.2,3.15,2.86,1
P1213,20,0.263,0.397,0.075,0.184,80.0,-2.9,1.87,1.34,0
P1214,25,0.276,0.469,0.083,0.188,81.7,-2.8,3.25,2.03,0
P1215,30,0.385,0.465,0.104,0.277,86.9,7.8,5.65,4.27,1
P1216,27,0.297,0.374,0.106,0.182,88.5,-0.9,2.92,3.78,0
P1217,21,0.403,0.396,0.059,0.224,90.9,-0.3,3.51,5.24,1
P1218,29,0.302,0.337,0.072,0.156,87.6,-1.2,0.8,3.74,1
P1219,30,0.299,0.455,0.051,0.242,87.8,12.0,1.85,2.17,0
P1220,29,0.415,0.28,0.03,0.139,88.4,-0.6,2.09,4.04,0
P1221,28,0.35,0.367,0.065,0.229,86.9,6.4,2.07,4.32,1
P1222,24,0.326,0.446,0.106,0.299,85.7,-5.3,3.92,2.93,0
P1223,21,0.347,0.451,0.138,0.168,86.1,-9.8,6.11,4.14,1
P1224,29,0.279,0.369,0.138,0.236,87.6,1.9,2.84,4.25,1
P1225,26,0.301,0.487,0.099,0.216,87.2,0.2,3.38,2.24,1
P1226,28,0.327,0.426,0.116,0.211,86.8,4.2,4.52,4.18,1
P1227,30,0.263,0.466,0.116,0.194,89.1,16.2,1.17,4.82,0
P1228,20,0.389,0.489,0.098,0.266,91.3,-5.7,5.5,2.85,1
P1229,25,0.298,0.373,0.083,0.232,94.3,-4.9,1.45,5.04,1
P1230,27,0.333,0.455,0.117,0.26,91.3,5.0,3.19,4.33,0
P1231,21,0.316,0.3,0.081,0.233,90.5,0.6,2.64,4.11,1
P1232,21,0.428,0.347,0.095,0.242,83.7,3.8,4.42,5.4,1
P1233,25,0.354,0.511,0.091,0.196,91.1,1.7,3.44,5.94,1
P1234,29,0.354,0.495,0.084,0.201,91.9,9.5,4.7,4.09,1
P1235,22,0.295,0.573,0.077,0.102,93.4,-11.5,4.44,5.76,1
P1236,23,0.256,0.387,0.094,0.236,89.5,7.9,1.82,2.21,1
P1237,20,0.383,0.414,0.08,0.261,86.3,-2.3,5.72,3.31,1
P1238,28,0.29,0.413,0.085,0.208,94.9,7.4,0.88,2.12,1
P1239,24,0.321,0.346,0.12,0.146,85.9,4.4,0.7,3.01,1
P1240,30,0.307,0.461,0.146,0.299,94.9,18.3,3.41,4.94,1
P1241,20,0.371,0.415,0.142,0.309,88.9,-6.6,3.58,4.89,1
P1242,25,0.286,0.458,0.085,0.208,86.1,-1.0,3.03,3.04,1
P1243,23,0.29,0.413,0.051,0.227,88.8,-4.3,3.22,2.27,0
P1244,22,0.319,0.492,0.065,0.221,86.4,7.7,3.59,6.8,1
P1245,27,0.281,0.427,0.072,0.264,90.9,9.2,1.53,1.03,0
P1246,29,0.35,0.41,0.104,0.26,94.2,9.4,3.28,6.74,1
P1247,29,0.302,0.397,0.123,0.233,91.2,-8.9,2.31,2.39,1
P1248,26,0.248,0.399,0.076,0.268,91.1,4.5,1.94,1.97,0
P1249,28,0.282,0.379,0.079,0.223,81.8,1.3,2.05,2.51,1
P1250,21,0.357,0.451,0.082,0.173,94.3,6.1,5.07,6.38,1
P1251,28,0.317,0.336,0.079,0.219,89.6,-2.8,2.5,1.92,1
P1252,28,0.317,0.466,0.093,0.26,88.7,-0.9,2.13,3.92,0
P1253,20,0.251,0.452,0.035,0.186,85.7,-5.9,2.19,4.26,0
P1254,30,0.323,0.456,0.091,0.197,87.1,0.2,3.96,2.95,1
P1255,30,0.324,0.328,0.03,0.226,85.9,-2.6,2.54,1.97,1
P1256,26,0.275,0.416,0.03,0.198,93.5,13.9,1.99,3.48,1
P1257,29,0.369,0.35,0.103,0.206,88.4,-2.3,3.12,3.05,1
P1258,28,0.298,0.485,0.131,0.178,90.7,7.1,4.59,4.44,0
P1259,21,0.353,0.37,0.134,0.158,87.6,3.6,3.5,4.15,1
P1260,22,0.367,0.366,0.067,0.202,87.5,11.7,3.63,6.53,1
P1261,26,0.36,0.44,0.082,0.223,90.9,2.3,2.09,4.47,0
P1262,27,0.332,0.412,0.125,0.218,89.9,1.0,4.05,3.68,0
P1263,29,0.368,0.358,0.12,0.288,88.8,2.4,4.21,6.15,1
P1264,30,0.31,0.294,0.099,0.234,90.2,4.5,2.73,2.66,0
P1265,28,0.295,0.356,0.129,0.234,91.2,6.9,1.71,4.63,1
P1266,26,0.299,0.459,0.123,0.234,92.7,5.0,2.38,4.49,1
P1267,30,0.349,0.422,0.086,0.207,88.2,6.3,2.2,5.66,0
P1268,22,0.333,0.374,0.097,0.197,91.8,-3.6,0.87,4.34,1
P1269,26,0.305,0.307,0.09,0.24,87.7,7.1,1.81,-0.21,0
P1270,20,0.26,0.399,0.099,0.218,87.5,-2.6,1.18,2.53,1
P1271,20,0.33,0.437,0.084,0.306,95.4,-8.2,2.05,5.18,1
P1272,26,0.298,0.511,0.088,0.231,90.1,10.8,2.14,4.1,1
P1273,29,0.37,0.53,0.092,0.15,85.2,-1.2,3.9,4.44,1
P1274,24,0.307,0.35,0.119,0.203,91.5,10.8,1.98,5.46,1
P1275,22,0.35,0.367,0.095,0.304,89.8,-10.1,2.43,4.7,0
P1276,30,0.371,0.493,0.132,0.169,86.0,8.0,5.7,5.33,1
P1277,24,0.248,0.45,0.082,0.203,87.8,7.5,1.11,3.62,0
P1278,26,0.309,0.384,0.077,0.204,89.7,2.1,2.48,1.09,1
P1279,29,0.368,0.37,0.069,0.229,83.6,14.1,3.35,5.13,1
P1280,29,0.319,0.313,0.104,0.235,89.6,-2.1,1.85,3.34,0
P1281,26,0.328,0.473,0.116,0.184,89.0,1.6,3.36,4.66,1
P1282,30,0.299,0.339,0.152,0.186,91.9,17.0,3.35,5.8,1
P1283,28,0.336,0.419,0.089,0.236,92.3,-6.3,3.82,3.79,0
P1284,26,0.315,0.362,0.12,0.294,90.2,-2.3,1.76,1.27,0
P1285,26,0.323,0.474,0.148,0.231,92.0,-3.6,3.75,5.33,1
P1286,27,0.368,0.43,0.114,0.151,90.3,2.2,2.93,4.95,1
P1287,21,0.255,0.431,0.088,0.19,89.9,-2.4,1.18,4.33,1
P1288,26,0.354,0.349,0.08,0.217,89.9,-1.8,3.37,5.12,1
P1289,23,0.44,0.48,0.031,0.183,84.5,-0.2,4.15,4.64,1
P1290,21,0.309,0.358,0.102,0.216,91.4,11.2,2.57,3.76,1
P1291,23,0.295,0.42,0.1,0.204,88.3,-2.3,1.36,5.3,1
P1292,29,0.272,0.315,0.088,0.221,92.3,-3.1,1.99,-0.03,0
P1293,25,0.292,0.515,0.105,0.243,89.3,1.5,1.84,5.81,1
P1294,29,0.357,0.488,0.101,0.121,85.4,0.7,3.93,5.41,1
P1295,29,0.308,0.386,0.096,0.258,87.9,-2.8,2.59,2.25,0
P1296,30,0.329,0.426,0.09,0.273,88.2,2.3,2.52,4.81,1
P1297,22,0.247,0.38,0.062,0.253,86.6,13.7,1.66,1.34,1
P1298,25,0.327,0.533,0.092,0.219,97.7,-1.9,2.59,4.83,1
P1299,27,0.316,0.419,0.103,0.232,90.8,-10.1,4.48,1.65,0
P1300,21,0.328,0.412,0.08,0.317,90.6,1.0,4.01,4.47,1
P1301,29,0.332,0.43,0.096,0.283,91.3,8.7,3.52,2.92,1
P1302,29,0.332,0.389,0.096,0.219,92.5,-0.4,2.82,4.27,0
P1303,30,0.29,0.403,0.131,0.257,90.7,3.5,2.33,4.19,1
P1304,27,0.325,0.402,0.076,0.234,97.6,11.7,2.41,2.46,0
P1305,28,0.291,0.453,0.153,0.162,88.1,5.8,3.58,2.59,1
P1306,20,0.322,0.427,0.103,0.184,87.5,-3.7,3.45,4.96,0
P1307,26,0.365,0.325,0.123,0.239,88.3,-5.9,1.5,4.98,1
P1308,24,0.301,0.297,0.08,0.161,89.8,6.8,1.02,2.04,1
P1309,30,0.287,0.332,0.036,0.251,89.9,1.0,3.71,1.77,0
P1310,21,0.375,0.397,0.123,0.246,89.2,-9.8,4.0,5.86,0
P1311,26,0.384,0.418,0.073,0.292,86.5,-1.2,3.39,5.09,1
P1312,23,0.313,0.355,0.09,0.221,88.6,6.1,1.39,3.92,0
P1313,24,0.351,0.413,0.053,0.144,90.0,2.2,4.05,6.07,1
P1314,26,0.376,0.502,0.102,0.203,89.0,-7.2,4.86,4.69,1
P1315,28,0.328,0.473,0.138,0.193,90.7,10.1,3.79,4.6,1
P1316,22,0.381,0.369,0.097,0.197,89.0,3.1,2.96,4.29,1
P1317,27,0.319,0.304,0.054,0.217,90.5,-1.2,1.93,3.83,1
P1318,24,0.334,0.427,0.062,0.14,92.3,-5.1,2.53,3.95,1
P1319,24,0.29,0.619,0.089,0.269,94.8,4.0,3.49,3.5,1
P1320,27,0.292,0.478,0.115,0.242,86.1,4.2,3.61,4.63,1
P1321,26,0.32,0.389,0.081,0.199,89.3,7.5,2.77,4.37,0
P1322,21,0.286,0.384,0.124,0.212,83.9,2.9,3.85,4.61,0
P1323,22,0.301,0.472,0.052,0.223,88.6,9.8,2.63,2.98,1
P1324,21,0.294,0.369,0.099,0.217,87.6,0.1,2.0,4.03,1
P1325,20,0.37,0.371,0.06,0.174,90.3,-9.0,4.6,4.85,0
P1326,28,0.286,0.303,0.073,0.179,88.8,3.0,3.01,1.06,0
P1327,22,0.347,0.402,0.081,0.159,93.0,3.4,3.08,5.85,1
P1328,29,0.303,0.459,0.102,0.242,91.0,-2.4,2.07,5.69,0
P1329,29,0.318,0.437,0.062,0.184,90.1,-0.1,2.92,3.87,1
P1330,22,0.308,0.349,0.125,0.197,92.7,3.0,2.86,4.75,1
P1331,24,0.286,0.336,0.063,0.15,86.7,6.0,2.61,3.27,0
P1332,30,0.396,0.504,0.084,0.219,89.1,6.9,6.42,4.85,0
P1333,24,0.341,0.563,0.085,0.176,89.8,3.3,4.09,6.19,1
P1334,22,0.297,0.406,0.124,0.18,96.0,-15.4,1.78,5.07,0
P1335,30,0.275,0.409,0.105,0.124,86.9,13.1,2.86,3.63,1
P1336,25,0.29,0.28,0.114,0.263,91.0,-2.5,1.23,4.08,0
P1337,29,0.328,0.469,0.099,0.225,84.8,5.4,2.12,4.28,0
P1338,25,0.313,0.452,0.076,0.231,88.2,-9.1,2.74,3.65,0
P1339,27,0.326,0.545,0.072,0.126,88.6,16.6,3.73,4.08,0
P1340,25,0.281,0.426,0.069,0.135,86.6,7.1,3.86,2.53,1
P1341,22,0.306,0.357,0.118,0.287,93.6,8.9,3.03,2.76,1
P1342,21,0.317,0.407,0.059,0.198,95.4,6.8,1.83,3.55,1
P1343,25,0.292,0.522,0.068,0.212,92.5,3.0,3.9,5.42,1
P1344,27,0.321,0.427,0.082,0.218,83.5,8.7,3.58,2.91,0
P1345,28,0.307,0.43,0.078,0.225,96.4,5.8,1.58,4.5,1
P1346,24,0.346,0.497,0.081,0.22,88.9,2.5,3.89,7.04,1
P1347,24,0.323,0.459,0.121,0.168,91.9,-9.1,2.81,4.99,1
P1348,25,0.369,0.455,0.074,0.257,89.5,6.9,4.74,5.48,1
P1349,21,0.389,0.386,0.08,0.191,89.1,2.5,6.42,6.79,1
P1350,21,0.32,0.479,0.071,0.211,88.0,7.3,3.41,3.54,0
P1351,22,0.29,0.441,0.075,0.155,90.0,18.4,3.9,3.56,1
P1352,30,0.318,0.414,0.123,0.142,84.1,-8.4,3.54,2.9,1
P1353,20,0.364,0.349,0.095,0.257,89.4,-5.8,2.64,5.01,1
P1354,20,0.346,0.517,0.064,0.156,90.2,-0.9,3.9,6.61,1
P1355,21,0.306,0.452,0.111,0.143,90.8,-7.8,4.15,4.69,1
P1356,29,0.307,0.362,0.129,0.172,86.7,-1.5,2.02,3.25,0
P1357,24,0.317,0.438,0.1,0.237,89.8,7.8,3.87,4.9,0
P1358,27,0.292,0.397,0.083,0.207,90.3,8.4,1.84,6.24,1
P1359,23,0.289,0.412,0.071,0.19,91.7,-7.3,1.59,4.47,1
P1360,24,0.284,0.408,0.115,0.172,91.5,5.8,2.13,4.84,0
P1361,20,0.315,0.565,0.054,0.205,88.9,-7.5,4.98,4.31,1
P1362,30,0.286,0.477,0.109,0.176,88.9,-2.9,2.56,4.6,0
P1363,20,0.34,0.391,0.133,0.183,93.2,13.3,4.2,5.56,1
P1364,29,0.36,0.533,0.088,0.195,94.4,4.9,3.64,6.52,1
P1365,21,0.352,0.447,0.118,0.174,93.5,-8.8,2.33,5.14,0
P1366,23,0.301,0.28,0.085,0.194,84.9,3.2,1.21,2.4,0
P1367,21,0.389,0.385,0.109,0.256,89.8,1.2,4.79,5.58,1
P1368,29,0.312,0.411,0.088,0.2,90.5,15.3,3.08,4.79,1
P1369,23,0.364,0.472,0.058,0.295,90.3,-6.9,4.63,5.33,1
P1370,29,0.287,0.323,0.089,0.194,91.6,-2.2,3.09,0.91,1
P1371,29,0.321,0.426,0.101,0.102,88.7,12.2,2.58,5.1,1
P1372,27,0.389,0.554,0.108,0.216,92.2,5.4,6.39,4.16,1
P1373,30,0.326,0.496,0.107,0.25,90.2,1.4,3.08,3.52,1
P1374,27,0.323,0.479,0.088,0.217,86.6,3.0,3.93,3.92,1
P1375,27,0.346,0.33,0.094,0.135,92.5,7.5,1.66,3.83,1
P1376,24,0.269,0.487,0.112,0.205,95.5,5.6,4.13,2.09,0
P1377,22,0.368,0.462,0.068,0.141,91.5,-6.6,4.53,4.01,1
